name|addr|phone|delivery|king|night|breakfast|parking|dt|lng|lat
의정부용현DT점|경기도 의정부시 시민로 462 |070-7462-6838|1|1|0|0|0|1|127.083528167695|37.7308249742014
수원호매실SK점|경기도 수원시 권선구 호매실동 1374-1 |070-7462-6863|1|1|0|0|0|1|126.961791467153|37.2669254020363
김포한강GS점|경기도 김포시 김포한강3로 400 |070-7438-8604|1|1|0|0|0|1|126.647512514756|37.6417669491838
평촌학원가점|경기도 안양시 동안구 평촌대로 112 |031-386-0332|1|1|0|0|0|0|126.961201521342|37.3825309683152
평촌금성GS점|경기도 안양시 동안구 시민대로 325 |031-423-0332|1|1|1|1|0|1|126.96601859287|37.3960889723116
안산제이DT점|경기도 안산시 단원구 선부광장로 33 |031-413-0332|1|1|1|1|0|1|126.810898925838|37.3359398602934
금촌역점|경기도 파주시 중앙로 328 |031-945-0346|1|1|0|0|0|0|126.774526348385|37.7648793577996
일산산들SK점|경기도 고양시 일산서구 고양대로 717 |031-977-0034|1|1|0|0|0|1|126.775748677563|37.6835319325396
과천중앙점|경기도 과천시 중앙로 129 |02-504-0332|1|1|0|0|0|0|126.991003155267|37.4283051416302
일산마두점|경기도 고양시 일산동구 장백로 194 |031-908-5833|1|1|0|0|0|0|126.776668348232|37.6520876291657
화성능동FS점|경기도 화성시 동탄지성로 190 |031-267-0332|1|1|0|0|0|0|127.055606888593|37.2119489478889
오산원동FS점|경기도 오산시 경기대로 238 |031-373-0332|1|1|0|0|0|0|127.073904566136|37.1458890045975
수원정자점|경기도 수원시 장안구 이목로 24-3 |031-271-0332|1|0|0|0|0|0|126.984746205061|37.3096541342515
수원영통점|경기도 수원시 영통구 봉영로 1623 |031-205-0335|1|1|0|0|0|0|127.074734153872|37.2559361671782
광교아브뉴프랑점|경기도 수원시 영통구 센트럴타운로 85 |031-212-0360|1|1|0|0|0|0|127.050470929016|37.2915676707273
부천원종점|경기도 부천시 오정구 소사로 713 |032-672-0302|1|1|0|0|0|0|126.804522508265|37.5196594984385
부천세이브존점|경기도 부천시 원미구 길주로 105 |032-322-0203 |1|0|0|0|0|0|126.754135635056|37.5063910880502
일산화정오일뱅크점|경기도 고양시 덕양구 화중로 38 |031-938-0332|1|1|0|0|0|1|126.830356799284|37.6307281499333
고양터미널점|경기도 고양시 일산동구 중앙로 1036 |070-7462-8799|0|1|0|0|0|0|126.789661775652|37.6431782758332
지산리조트점|경기도 이천시 마장면 지산로 267 |031-638-6779|0|0|0|0|0|0|127.342057220587|37.2190000499312
구리SK점|경기도 구리시 경춘로 196 |070-7462-8798|1|1|1|1|0|1|127.137100681135|37.6002828258865
평택서정점|경기도 평택시 경기대로 1371 |031-664-0332|1|1|0|0|0|0|127.063696299329|37.0674820040145
수지구청역점|경기도 용인시 수지구 풍덕천로 145 |031-264-7332|1|1|0|0|0|0|127.097363140093|37.3243177743666
오산세교에스오일점|경기도 오산시 경기대로 692 |070-7462-6732|1|1|0|0|0|1|127.052249767856|37.1815250027099
안양관양점|경기도 안양시 동안구 관악대로 312 |070-7462-6734|1|1|0|0|0|0|126.957654828358|37.4027784294493
주엽역점|경기도 고양시 일산서구 중앙로 1443 |070-7462-6736|1|1|0|0|0|0|126.759713618834|37.6703948302683
의정부민락점|경기도 의정부시 천보로 68 |070-7462-6741|1|1|0|0|0|0|127.094116996736|37.7454531531066
의정부DT점|경기도 의정부시 호국로1336번길 1 |031-821-0332|1|1|1|1|0|1|127.052750386186|37.7440989112641
남양주화도DT점|경기도 남양주시 화도읍 경춘로 1718 |070-7462-6727|1|1|0|0|0|1|127.281973108425|37.6554572976494
광명소하DT점|경기도 광명시 오리로 361 |070-7462-6721|1|1|0|0|0|1|126.879187420398|37.4345883433508
하남이마트점|경기도 하남시 덕풍서로 70 |031-795-0237|0|1|0|0|0|0|127.205368969258|37.5527495644556
평택청북점|경기도 평택시 청북읍 청북남로 260 |031-684-5353|1|1|0|0|0|0|126.915319112734|37.0196297903296
동탄2신도시SK점|경기도 화성시 동탄순환대로 731 |070-7438-8618|1|1|0|0|0|1|127.107916268476|37.2086348222577
분당차병원점|경기도 성남시 분당구 야탑로 64 |070-7438-8627|1|1|0|0|0|0|127.125978531405|37.4095029491435
시흥목감SK점|경기도 시흥시 동서로 996 |070-7438-8619|1|1|0|0|0|1|126.854984350206|37.3791754537825
광주경안점|경기도 광주시 경안로 10 |031-797-5010|1|0|0|0|0|0|127.259458562335|37.4101879252385
부천중동점|경기도 부천시 신흥로 163 |032-328-0332|1|1|0|0|0|0|126.776997651589|37.4982306567412
수원망포점|경기도 수원시 영통구 영통로 108 |031-206-0332|1|1|0|0|0|0|127.057943148574|37.2381034492416
수원인계DT점|경기도 수원시 팔달구 경수대로 501 |070-7462-6748|1|1|0|0|0|1|127.027679141849|37.2708568724517
남양주진접FS점|경기도 남양주시 진접읍 해밀예당1로 13 |070-7462-6768|1|1|0|0|0|0|127.184876121868|37.7108586811692
용인신갈점|경기도 용인시 기흥구 중부대로 375 |031-275-0332|1|1|0|0|0|0|127.10785938159|37.2719908869697
동탄점|경기도 화성시 동탄반석로 156 |031-8015-0131|1|1|0|0|0|0|127.071582654701|37.2023254396035
광명소하마트|경기도 광명시 소하로 97 |02-899-0337|0|1|0|0|0|0|126.884553002261|37.446594050365
안산고잔점|경기도 안산시 단원구 광덕대로 154 |031-405-8595|1|1|0|0|0|0|126.83073462084|37.3101707387957
의정부신세계점|경기도 의정부시 평화로 525 |031-8082-0254|0|1|0|0|0|0|127.045879450143|37.7379901517646
의정부HP점|경기도 의정부시 청사로 38 |031-850-8080|0|0|0|0|0|0|127.071001320782|37.7521637153577
일산호수공원|경기도 고양시 일산동구 중앙로1275번길 38-10 |031-932-0334|1|1|0|0|0|0|126.770892649054|37.659914452377
상록수역점|경기도 안산시 상록구 용신로 394 |031-501-0332|1|1|1|1|0|0|126.86588638955|37.3013718655561
오산궐동점|경기도 오산시 궐동 궐리사로 61 |031-377-8595|1|1|0|0|0|0|127.059312257989|37.1592894649499
동두천DT점|경기도 동두천시 평화로2261번길 2 |070-7462-8789|1|1|1|1|0|1|127.056477295322|37.8900069755792
수원역사점|경기도 수원시 팔달구 덕영대로 924 |070-7462-8612|0|1|0|1|0|0|127.000096053009|37.2656768667795
안성공도DT점|경기도 안성시 공도읍 서동대로 4294 |070-7462-6857|1|1|0|0|0|1|127.179889587148|37.0042450521647
분당서현점|경기도 성남시 분당구 분당로53번길 19 |031-704-8199|1|1|0|0|0|0|127.122175726323|37.3845236910216
분당수내점|경기도 성남시 분당구 내정로 167 |031-714-5858|1|1|0|0|0|0|127.119149700382|37.373894153921
서수원이마트|경기도 수원시 권선구 수인로 291 |031-296-0332|1|1|0|0|0|0|126.97014551047|37.28262996578
성남이마트점|경기도 성남시 수정구 수정로 201 |031-758-0332|0|1|0|0|0|0|127.141411017385|37.4442862725336
아주대병원점|경기도 수원시 영통구 월드컵로 164 |031-215-2256|0|1|0|1|0|0|127.047519717452|37.2794469469635
수원매탄점|경기도 수원시 영통구 효원로 400 |031-211-1882|1|1|0|0|0|0|127.045385098491|37.2580622885128
이천CGV점|경기도 이천시 중리천로 58 |031-635-7976|1|1|0|0|0|0|127.444158605923|37.2796454482672
김포현대아울렛|경기도 김포시 고촌읍 아라육로 152번길 100 |031-8048-2503|0|0|0|0|0|0|126.785233626536|37.5972368549658
부천북부역점|경기도 부천시 부천로 25 |070-7462-6777|1|1|0|0|0|0|126.782819512153|37.48669538699
용인동백점|경기도 용인시 기흥구 동백5로 23 |031-287-8815|1|1|0|0|0|0|127.152284665482|37.2764789917162
평택비전점|경기도 평택시 비전2로 195 |031-618-2798|1|1|0|0|0|0|127.111785216799|37.0013873306183
경기양평점|경기도 양평군 양평읍 양평시장길 18번길 1 |031-771-0092|1|1|0|0|0|0|127.491715436606|37.4906785901922
수원시청점|경기도 수원시 팔달구 권광로 163 |031-222-0366|1|1|0|0|0|0|127.031744835484|37.2624367884503
스타필드고양점|경기도 고양시 덕양구 고양대로 1955 |070-7438-8238|0|0|0|0|0|0|126.89477806511|37.6469771187284
고양덕양FS점|경기도 고양시 덕양구 호국로 1821 |070-7462-6800|1|1|0|0|0|0|126.908042722262|37.7130947819736
양주덕정FS점|경기도 양주시 독바위로 24 |070-7462-6813|1|1|0|0|0|0||
양주고읍DT점|경기도 양주시 고덕로 363 |070-7462-6789|1|1|0|0|0|1|127.08037751383|37.8038283921975
화성병점점|경기도 화성시 효행로 1032 |070-7462-6878|1|1|0|0|0|0|127.040369805771|37.2131218903615
하남미사점|경기도 하남시 미사강변대로 48 |070-7462-6877|1|1|0|0|0|0|127.186217037852|37.5543479754223
남양주별내오일뱅크점|경기도 남양주시 송산로 149 |070-7462-6871|1|1|0|0|0|1|127.129353503408|37.6557727539214
부천옥길점|경기도 부천시 옥길로 118 |070-7462-6884|1|1|0|0|0|0|126.822920181297|37.4673188024018
고양덕이DT점|경기도 고양시 일산서구 경의로 850 |070-7462-6885|1|1|0|0|0|1|126.759791652709|37.6933715058444
남양주다산지금점|경기도 남양주시 다산지금로 132 |070-7438-6530|1|1|0|0|0|0|127.173547748991|37.6012392833329
산본점|경기도 군포시 산본로 382 |031-395-0332|1|1|0|0|0|0|126.930374328045|37.3643683855692
김포구래점|경기도 김포시 구래동 6880-3 |070-7438-6503|1|1|0|0|0|0|126.626886551828|37.645992993199
동탄호수공원레이크꼬모점|경기도 화성시 동탄대로 181 |070-7438-6511|1|1|0|0|0|0|127.104078001389|37.1720762292297
성남신흥점|경기도 성남시 수정구 산성대로 305 |070-7438-6539|1|1|0|0|0|0|127.150604106193|37.442466581056
시흥은계점|경기도 시흥시 은계번영길 9 |070-7438-6538|1|1|0|0|0|0|126.80163294672|37.4375150988434
포천축석휴게소FS점|경기도 포천시 소흘읍 호국로 66 |070-7438-6545|1|1|0|0|0|0|127.119744702434|37.7813796807279
고양삼송점|경기도 고양시 권율대로 907 |070-7438-6561|1|1|0|0|0|0|126.891054368316|37.6645309923824
김포풍무역점|경기도 김포시 유현로 234 |070-7438-6560|1|1|0|0|0|0|126.731237197209|37.6113414013818
송내역점|경기도 부천시 부일로 203 상동스카이뷰자이상가 122~124호 |070-7462-6825|1|1|0|0|0|0|126.75245574365|37.4891345191571
안산중앙역점|경기도 안산시 단원구 중앙대로 927 |070-7438-8237|1|1|0|0|0|0|126.839565181544|37.3171271257996
평택죽백DT점|경기도 평택시 만세로 1709 |070-7462-6814|1|1|0|0|0|1|127.113151903079|37.0136589358829
의정부서부역점|경기도 의정부시 신흥로252 |070-7462-6815|1|1|0|0|0|0|127.043417016088|37.738788712814
화성봉담점|경기도 화성시 봉담읍 와우로 80 |070-7462-6818|1|1|0|0|0|0|126.974843877708|37.2135786956817
파주야당역점|경기도 파주시 소리천로8번길 36 |070-7462-6894|1|1|0|0|0|0|126.76016586104|37.7125733546805
구리갈매점|경기도 구리시 산마루로 24 |070-7438-6514|1|1|0|0|0|0|127.116553532519|37.6311282436982
춘천온의점|강원도 춘천시 온의동 588-9 |070-7462-6848|1|1|0|0|0|0|127.720414100992|37.8677658992612
속초DT점|강원도 속초시 동해대로 4059 |033-638-0334|1|1|0|0|0|1|128.590707334244|38.1893006957377
춘천거두GS점|강원도 춘천시 동내면 춘천순환로 59 |033-264-0332|1|1|1|1|0|1|127.750334157876|37.8557933045297
강릉교동SK점|강원도 강릉시 하슬라로 159 |033-641-0332|1|1|0|0|0|1|128.874451946037|37.7643792914841
원주무실점|강원도 원주시 능라동길 61 |033-733-0282|1|1|0|0|0|0|127.9312331982|37.3341487868304
오션월드점|강원도 홍천군 서면 한치골길 262 |033-435-0787|0|0|0|0|0|0|127.687334801646|37.6523370640771
대명비발디점|강원도 홍천군 서면 한치골길 262 |033-435-1025|0|0|0|0|0|0|127.687334801646|37.6523370640771
원주명륜오일뱅크점|강원도 원주시 남원로 505 |070-7462-6816|1|1|0|0|0|1|127.945234032807|37.3297160197248
충북진천점|충청북도 진천군 진천읍 상산로 73 |043-533-8989|1|1|0|0|0|0|127.442321131515|36.8547468687531
충북대점|충청북도 청주시 서원구 1순환로 665-1 |043-271-0332|1|1|0|0|0|0|127.460701046948|36.6341885210455
청주율량점|충청북도 청주시 청원구 충청대로 176 |043-211-8595|1|1|0|0|0|0|127.496520601715|36.6718640413415
충주연수점|충청북도 충주시 연수동산로 47 |043-853-0700|1|1|0|0|0|0|127.941784788263|36.9867725727426
청주산남점|충청북도 청주시 흥덕구 산남로 48 |043-297-0009|1|1|0|0|0|0||
오창호수공원점|충청북도 청원군 오창읍 중심상업로 31-18 |043-215-9393|1|1|0|0|0|0|127.427919264934|36.7137890693149
청주터미널점|충청북도 청주시 흥덕구 풍산로 15 |043-238-0332|1|1|0|0|0|0|127.431993857632|36.6267841532375
청주예술의전당오일뱅크점|충청북도 청주시 흥덕구 직지대로 677 |070-7462-6866|1|1|0|0|0|1|127.468518991954|36.6430973180349
청주복대점|충청북도 청주시 흥덕구 대농로 47 |043-234-8884|1|1|0|0|0|0|127.427614853943|36.642339406467
청주오송점|충청북도 청주시 흥덕구 오송읍 오송생명로 178 |043-235-0411|1|1|0|0|0|0|127.32875508509|36.6314086362219
천안신부점|충청남도 천안시 동남구 만남로 48 |041-552-0232|1|1|0|0|0|0|127.157387077254|36.8186072282216
서산호수공원점|충청남도 서산시 호수공원6로 72 |041-663-5544|1|1|0|0|0|0|126.45118480274|36.7725883516391
천안두정점|충청남도 천안시 서북구 두정로 156 |041-566-0332|1|1|0|0|0|0|127.134272983357|36.8336631739663
당진읍내점|충청남도 당진시 당진중앙1로 95 |041-352-9133|1|0|0|0|0|0|126.62957337618|36.8943751478851
천안쌍용대로DT점|충청남도 천안시 동남구 쌍용대로 94 |041-573-8721|1|1|1|1|0|1|127.132800836745|36.8056825955923
충남도청점|충청남도 홍성군 청사로174번길 2 |041-635-0799|1|1|0|0|0|0|126.678987066939|36.6593870125874
천안불당점|충청남도 천안시 서북구 불당25로 176 |070-7462-6790|1|1|0|0|0|0|127.109126844444|36.8162380448409
군산나운FS점|전라북도 군산시 대학로 362(나운동) |063-464-2626|1|1|0|0|0|0|126.692043336183|35.9617576151999
전북도청점|전라북도 전주시 완산구 효자로 194 |063-224-0332|1|1|0|0|0|0|127.106471524844|35.8186328492288
전주서신대광SK점|전라북도 전주시 완산구 서신로 56 |063-272-0332|1|1|0|0|0|1|127.116130277851|35.830324689038
정읍중앙점|전라북도 정읍시 남북로 28 |063-535-3246|1|1|0|0|0|0|126.850378967414|35.5678208122618
군산조촌DT점|전라북도 군산시 번영로 143 |070-7438-8612|1|1|0|0|0|1|126.735273941692|35.9664503076108
원광대점|전라북도 익산시 무왕로 893 |063-852-0233|1|1|0|0|0|0|126.957962907078|35.96423669992
전북대점|전라북도 전주시 덕진구 권삼득로 295 |063-223-4300|1|1|0|0|0|0|127.12896713138|35.8427245318222
전주만성SK점|전라북도 전주시 덕진구 온고을로 441 |070-7462-6770|1|1|0|0|0|1|127.080213634435|35.8506498039194
군산수송점|전라북도 군산시 월명로 262 |063-466-1155|1|1|0|0|0|0|126.716070153038|35.967483654471
익산영등점|전라북도 익산시 무왕로 1068 |063-836-0233|1|1|0|0|0|0|126.97544330941|35.9581874729754
전주중앙점|전라북도 전주시 완산구 팔달로 225 |063-278-1505|1|1|0|0|0|0|127.145259552456|35.8222444105853
전주송천DT점|전라북도 전주시 덕진구 동부대로 1030 |070-7462-6794 |1|1|0|0|0|1|127.134366412648|35.8697836530393
광양중동점|전라남도 광양시 중마중앙로 65 |061-794-0031|1|1|0|0|0|0|127.69771737116|34.9361313373601
전남도청점|전라남도 무안군 삼향읍 남악3로 71 |061-285-6356|1|1|0|0|0|0|126.459770912373|34.8122209048397
나주빛가람점|전라남도 나주시 전력로 2 |061-333-5597|1|1|0|0|0|0|126.785384926139|35.0215716490186
목포하당점|전라남도 목포시 비파로 50 |061-287-6356|1|1|0|0|0|0|126.426987978755|34.8031807443662
광양LF스퀘어점|전라남도 광양시 광양읍 순광로 466 LF스퀘어 |061-815-4902|0|0|0|0|0|0|127.566309544195|34.9626554971042
순천법원점|전라남도 순천시 왕지로 8-1 |061-727-6006|1|1|0|0|0|0|127.522820650603|34.9696766116735
여수웅천점|전라남도 여수시 예울마루로 37-15 |061-685-0282|1|1|0|0|0|0|127.670874134773|34.7465583053663
김천혁신도시점|경상북도 김천시 혁신3로 17 |054-433-6709|1|1|0|0|0|0|128.183434629244|36.1170286938188
포항버스터미널점|경상북도 포항시 남구 중흥로 96 |054-274-0332|1|1|0|1|0|0|129.351024268995|36.0135068260361
포항법원앞DT점|경상북도 포항시 북구 신덕로 257 |054-256-0332 |1|1|0|0|0|1|129.387927760121|36.0874147693132
구미인의점|경상북도 구미시 인동중앙로 16 |054-472-7433|1|1|0|0|0|0|128.421150351696|36.1068788819623
경주보문점|경상북도 경주시 엑스포로 80 |070-8801-5704|1|0|0|0|0|0|129.289867969915|35.8345570262963
경산하양오일뱅크점|경상북도 경산시 대경로 559 |053-851-2608|1|1|0|0|0|1|128.805816157466|35.9020268056596
경북도청점|경상북도 안동시 검무로 4-8 |054-900-5655|1|1|0|0|0|0|128.493391203906|36.5759701508182
포항철강단지SK점|경상북도 포항시 남구 대송로 290 |070-7462-6722|0|1|0|0|0|1|129.381562126092|36.0022003341197
구미시청FS점|경상북도 구미시 송정대로 40 |070-7438-8218|1|1|0|0|0|0|128.343102447877|36.1174241900375
포항공대점|경상북도 포항시 남구 청암로 77 |054-279-2585|0|1|0|0|0|0|129.321301170832|36.0105883055805
대구대점|경상북도 경산시 대구대로 201 |053-852-2254|0|0|0|0|0|0|128.842813264293|35.904538973767
구미신평점|경상북도 구미시 칠성로6길 56 |054-461-7997|1|1|0|0|0|0|128.362025867307|36.1233447276879
구미도량DT점|경상북도 구미시 야은로 320 |070-7462-6706|1|1|0|0|0|1||
경산진량DT점|경상북도 경산시 진량읍 다문로 53 |070-7462-6756|1|1|0|0|0|1|128.816762577713|35.8751568754372
안동중앙점|경상북도 안동시 문화광장길 40-6 |054-842-1177|1|1|0|0|0|0|128.731287405941|36.564719701673
경산사동점|경상북도 경산시 백자로 55 |053-815-2244|1|1|0|0|0|0|128.753914601978|35.8113356781775
경북상주점|경상북도 상주시 중앙로 186-2 |054-534-2227|1|1|0|0|0|0|128.158784071703|36.4154563659573
구미이마트점|경상북도 구미시 구미대로 256 |054-461-0331|1|1|0|0|0|0|128.364892685404|36.1094735939811
경주터미널FS점|경상북도 경주시 강변로 158-3 |070-7438-6505|1|1|0|0|0|0|129.203076471143|35.8379471240755
안동옥동점|경상북도 안동시 경북대로 381 |054-857-6677|1|1|0|0|0|0|128.701924708747|36.5636553458561
한동대점|경상북도 포항시 북구 흥해읍 한동로 558 |070-4140-0109|0|0|0|0|0|0|129.389266058166|36.1023014256562
경북영주가흥점|경상북도 영주시 대동로 24 |054-632-5989|1|1|0|0|0|0|128.604909016666|36.8149046854001
김천교동DT점|경상북도 김천시 대학로 75(교동) |054-432-5959|1|1|0|0|1|1|128.095101391062|36.1344519471811
창원상남FS점|경상남도 창원시 성산구 마디미로3번길 18 |070-7438-8228|1|1|0|0|0|0|128.687151725866|35.2227514734743
거제옥포점|경상남도 거제시 옥포로 161 |055-688-5533|1|1|0|0|0|0|128.692975964369|34.8896463231181
마산내서삼계SK점|경상남도 창원시 마산회원구 내서읍 경남대로 941 |055-231-0332|1|1|0|0|0|1|128.504110854725|35.234002478073
경남대점|경상남도 창원시 마산합포구 해안대로 6 |055-222-6661|0|0|0|0|0|0|128.559423365394|35.1802269903357
김해아이스퀘어몰점|경상남도 김해시 김해대로 2352 |055-327-0700|1|1|0|0|0|0|128.8841858189|35.225850688158
거제수월점|경상남도 거제시 수양로 471 |055-634-1116|1|1|0|0|0|0|128.639533683635|34.8916616410898
김해장유DT점|경상남도 김해시 반룡로 70 |070-7462-6714|1|1|0|0|0|1|128.805499211551|35.1884331593046
김해내외점|경상남도 김해시 분성로 153 |070-7462-6776|1|1|0|0|0|0|128.863756959888|35.2302244664025
양산석산SK점|경상남도 양산시 동면 양산대로 414 |070-7462-6740|1|1|0|0|0|1|129.027796217923|35.3095883472383
양산웅상DT점|경상남도 양산시 웅상대로 1204 |070-7462-6749|1|1|0|0|0|1|129.164016615358|35.4055518394671
인제대점|경상남도 김해시 인제로 197 인제대학교 |055-320-4049|1|1|0|0|0|0|128.900515324646|35.2528100895983
거제고현점|경상남도 거제시 서문로5길 6 |055-632-5989|1|1|0|0|0|0|128.621011201171|34.8892185469671
동김해DT점|경상남도 김해시 김해대로 2499 |070-7438-6506|1|1|0|0|0|1|128.900116015664|35.2283081238935
마산합성점|경상남도 창원시 마산회원구 3.15대로 757 |055-294-4114|1|1|0|0|0|0|128.583014067319|35.2395717206514
진주혁신도시점|경상남도 진주시 사들로 97 |055-761-6363|1|1|0|0|0|0|128.148561723357|35.1762138286085
김해삼계점|경상남도 김해시 가야로 178 |055-325-1500|1|1|0|0|0|0|128.87157163955|35.2617518430947
경남사천점|경상남도 사천시 사천읍 옥산로 30 |055-854-5354|1|1|0|0|0|0|128.086223903812|35.0795680659829
진주경상대점|경상남도 진주시 진주대로 540 |055-756-5658|1|1|0|0|0|0|128.107243620775|35.1546134315485
진해충무DT점|경상남도 창원시 진해구 충장로 103 (여좌동 761-41) |070-7462-6771|1|1|0|0|0|1|128.663433566181|35.1527773395831
양산하나로마트점|경상남도 양산시 증산역로 177 라피에스타 지하1층 |070-7462-6802|0|0|0|0|0|0|129.009381113145|35.3098759435218
양산물금DT점|경상남도 양산시 물금읍 물금리 867-3 |070-7462-6873|1|1|0|0|0|1|128.986600463067|35.3095320874263
마산회원FS점|경상남도 창원시 마산회원구 315대로 522 |070-7462-6872|1|1|0|0|0|0|128.57426853976|35.2209029192629
진주평거점|경상남도 진주시 진양호로 221 |070-7462-6879|1|1|0|0|0|0|128.060177677554|35.1738634691526
창원광장점|경상남도 창원시 성산구 용지로133번길 3 |070-7462-6824|1|1|0|0|0|0|128.679413748907|35.2273085066725
